id,title,difficulty,category,concept,domain,role,context,problem_statement,tags
WHI-01463,Test strategy assessment for Supply Chain test automation modernization,Hard,WHITEBOARD_ARCHITECTURE,Test strategy,Supply Chain,QA Practice Lead,test automation modernization,"Design, code or whiteboard a hard solution involving Test strategy for Supply Chain test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,test-strategy,supply-chain,qa-practice-lead"
WHI-01464,Framework architecture assessment for Supply Chain enterprise modernization,Medium,WHITEBOARD_ARCHITECTURE,Framework architecture,Supply Chain,SDET,enterprise modernization,"Design, code or whiteboard a medium solution involving Framework architecture for Supply Chain enterprise modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,framework-architecture,supply-chain,sdet"
WHI-01465,Release governance assessment for Data Engineering CI/CD quality gate adoption,Expert,WHITEBOARD_ARCHITECTURE,Release governance,Data Engineering,QA Practice Lead,CI/CD quality gate adoption,"Design, code or whiteboard a expert solution involving Release governance for Data Engineering CI/CD quality gate adoption. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,release-governance,data-engineering,qa-practice-lead"
WHI-01466,Test strategy assessment for SaaS observability and production readiness,Medium,WHITEBOARD_ARCHITECTURE,Test strategy,SaaS,SDET,observability and production readiness,"Design, code or whiteboard a medium solution involving Test strategy for SaaS observability and production readiness. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,test-strategy,saas,sdet"
WHI-01467,Framework architecture assessment for Retail API-first transformation,Medium,WHITEBOARD_ARCHITECTURE,Framework architecture,Retail,Test Manager,API-first transformation,"Design, code or whiteboard a medium solution involving Framework architecture for Retail API-first transformation. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,framework-architecture,retail,test-manager"
WHI-01468,Test strategy assessment for Retail test automation modernization,Expert,WHITEBOARD_ARCHITECTURE,Test strategy,Retail,QE Architect,test automation modernization,"Design, code or whiteboard a expert solution involving Test strategy for Retail test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,test-strategy,retail,qe-architect"
WHI-01469,Release governance assessment for Insurance test automation modernization,Hard,WHITEBOARD_ARCHITECTURE,Release governance,Insurance,QE Architect,test automation modernization,"Design, code or whiteboard a hard solution involving Release governance for Insurance test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,release-governance,insurance,qe-architect"
WHI-01470,System design assessment for SaaS observability and production readiness,Medium,WHITEBOARD_ARCHITECTURE,System design,SaaS,SDET,observability and production readiness,"Design, code or whiteboard a medium solution involving System design for SaaS observability and production readiness. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,system-design,saas,sdet"
WHI-01471,System design assessment for Cloud Modernization data platform migration,Hard,WHITEBOARD_ARCHITECTURE,System design,Cloud Modernization,Data QA Engineer,data platform migration,"Design, code or whiteboard a hard solution involving System design for Cloud Modernization data platform migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,system-design,cloud-modernization,data-qa-engineer"
WHI-01472,Test strategy assessment for Healthcare Payer API-first transformation,Medium,WHITEBOARD_ARCHITECTURE,Test strategy,Healthcare Payer,Lead Quality Engineer,API-first transformation,"Design, code or whiteboard a medium solution involving Test strategy for Healthcare Payer API-first transformation. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,test-strategy,healthcare-payer,lead-quality-engineer"
WHI-01473,Framework architecture assessment for Healthcare Payer enterprise modernization,Expert,WHITEBOARD_ARCHITECTURE,Framework architecture,Healthcare Payer,QA Practice Lead,enterprise modernization,"Design, code or whiteboard a expert solution involving Framework architecture for Healthcare Payer enterprise modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,framework-architecture,healthcare-payer,qa-practice-lead"
WHI-01474,Release governance assessment for SaaS observability and production readiness,Hard,WHITEBOARD_ARCHITECTURE,Release governance,SaaS,Test Manager,observability and production readiness,"Design, code or whiteboard a hard solution involving Release governance for SaaS observability and production readiness. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,release-governance,saas,test-manager"
WHI-01475,Release governance assessment for Data Engineering test automation modernization,Easy,WHITEBOARD_ARCHITECTURE,Release governance,Data Engineering,SDET,test automation modernization,"Design, code or whiteboard a easy solution involving Release governance for Data Engineering test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,release-governance,data-engineering,sdet"
WHI-01476,Test strategy assessment for SaaS regulatory reporting modernization,Expert,WHITEBOARD_ARCHITECTURE,Test strategy,SaaS,QE Architect,regulatory reporting modernization,"Design, code or whiteboard a expert solution involving Test strategy for SaaS regulatory reporting modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,test-strategy,saas,qe-architect"
WHI-01477,Test strategy assessment for Healthcare Payer data platform migration,Easy,WHITEBOARD_ARCHITECTURE,Test strategy,Healthcare Payer,Lead Quality Engineer,data platform migration,"Design, code or whiteboard a easy solution involving Test strategy for Healthcare Payer data platform migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,test-strategy,healthcare-payer,lead-quality-engineer"
WHI-01478,System design assessment for Banking regulatory reporting modernization,Hard,WHITEBOARD_ARCHITECTURE,System design,Banking,Automation Architect,regulatory reporting modernization,"Design, code or whiteboard a hard solution involving System design for Banking regulatory reporting modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,system-design,banking,automation-architect"
WHI-01479,Framework architecture assessment for Supply Chain API-first transformation,Easy,WHITEBOARD_ARCHITECTURE,Framework architecture,Supply Chain,Automation Architect,API-first transformation,"Design, code or whiteboard a easy solution involving Framework architecture for Supply Chain API-first transformation. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,framework-architecture,supply-chain,automation-architect"
WHI-01480,Framework architecture assessment for Life Sciences observability and production readiness,Medium,WHITEBOARD_ARCHITECTURE,Framework architecture,Life Sciences,QA Practice Lead,observability and production readiness,"Design, code or whiteboard a medium solution involving Framework architecture for Life Sciences observability and production readiness. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,framework-architecture,life-sciences,qa-practice-lead"
WHI-01481,Release governance assessment for Supply Chain CI/CD quality gate adoption,Medium,WHITEBOARD_ARCHITECTURE,Release governance,Supply Chain,Data QA Engineer,CI/CD quality gate adoption,"Design, code or whiteboard a medium solution involving Release governance for Supply Chain CI/CD quality gate adoption. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,release-governance,supply-chain,data-qa-engineer"
WHI-01482,System design assessment for Supply Chain cloud migration,Medium,WHITEBOARD_ARCHITECTURE,System design,Supply Chain,QE Architect,cloud migration,"Design, code or whiteboard a medium solution involving System design for Supply Chain cloud migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,system-design,supply-chain,qe-architect"
WHI-01483,Framework architecture assessment for Life Sciences API-first transformation,Medium,WHITEBOARD_ARCHITECTURE,Framework architecture,Life Sciences,Lead Quality Engineer,API-first transformation,"Design, code or whiteboard a medium solution involving Framework architecture for Life Sciences API-first transformation. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,framework-architecture,life-sciences,lead-quality-engineer"
WHI-01484,System design assessment for Insurance data platform migration,Hard,WHITEBOARD_ARCHITECTURE,System design,Insurance,QA Practice Lead,data platform migration,"Design, code or whiteboard a hard solution involving System design for Insurance data platform migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,system-design,insurance,qa-practice-lead"
WHI-01485,Framework architecture assessment for Cloud Modernization test automation modernization,Easy,WHITEBOARD_ARCHITECTURE,Framework architecture,Cloud Modernization,SDET,test automation modernization,"Design, code or whiteboard a easy solution involving Framework architecture for Cloud Modernization test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,framework-architecture,cloud-modernization,sdet"
WHI-01486,Framework architecture assessment for Supply Chain API-first transformation,Medium,WHITEBOARD_ARCHITECTURE,Framework architecture,Supply Chain,QA Practice Lead,API-first transformation,"Design, code or whiteboard a medium solution involving Framework architecture for Supply Chain API-first transformation. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,framework-architecture,supply-chain,qa-practice-lead"
WHI-01487,Framework architecture assessment for Cloud Modernization test automation modernization,Easy,WHITEBOARD_ARCHITECTURE,Framework architecture,Cloud Modernization,QE Architect,test automation modernization,"Design, code or whiteboard a easy solution involving Framework architecture for Cloud Modernization test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,framework-architecture,cloud-modernization,qe-architect"
WHI-01488,Test strategy assessment for Data Engineering regulatory reporting modernization,Medium,WHITEBOARD_ARCHITECTURE,Test strategy,Data Engineering,QA Practice Lead,regulatory reporting modernization,"Design, code or whiteboard a medium solution involving Test strategy for Data Engineering regulatory reporting modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,test-strategy,data-engineering,qa-practice-lead"
WHI-01489,System design assessment for Healthcare Payer API-first transformation,Easy,WHITEBOARD_ARCHITECTURE,System design,Healthcare Payer,Lead Quality Engineer,API-first transformation,"Design, code or whiteboard a easy solution involving System design for Healthcare Payer API-first transformation. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,system-design,healthcare-payer,lead-quality-engineer"
WHI-01490,Test strategy assessment for Supply Chain observability and production readiness,Easy,WHITEBOARD_ARCHITECTURE,Test strategy,Supply Chain,QE Architect,observability and production readiness,"Design, code or whiteboard a easy solution involving Test strategy for Supply Chain observability and production readiness. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,test-strategy,supply-chain,qe-architect"
WHI-01491,System design assessment for Banking CI/CD quality gate adoption,Hard,WHITEBOARD_ARCHITECTURE,System design,Banking,Data QA Engineer,CI/CD quality gate adoption,"Design, code or whiteboard a hard solution involving System design for Banking CI/CD quality gate adoption. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,system-design,banking,data-qa-engineer"
WHI-01492,System design assessment for Retail cloud migration,Medium,WHITEBOARD_ARCHITECTURE,System design,Retail,QA Practice Lead,cloud migration,"Design, code or whiteboard a medium solution involving System design for Retail cloud migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,system-design,retail,qa-practice-lead"
WHI-01493,Test strategy assessment for Cloud Modernization regulatory reporting modernization,Easy,WHITEBOARD_ARCHITECTURE,Test strategy,Cloud Modernization,Lead Quality Engineer,regulatory reporting modernization,"Design, code or whiteboard a easy solution involving Test strategy for Cloud Modernization regulatory reporting modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,test-strategy,cloud-modernization,lead-quality-engineer"
WHI-01494,Release governance assessment for Life Sciences observability and production readiness,Easy,WHITEBOARD_ARCHITECTURE,Release governance,Life Sciences,Lead Quality Engineer,observability and production readiness,"Design, code or whiteboard a easy solution involving Release governance for Life Sciences observability and production readiness. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,release-governance,life-sciences,lead-quality-engineer"
WHI-01495,Release governance assessment for SaaS enterprise modernization,Easy,WHITEBOARD_ARCHITECTURE,Release governance,SaaS,QA Practice Lead,enterprise modernization,"Design, code or whiteboard a easy solution involving Release governance for SaaS enterprise modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,release-governance,saas,qa-practice-lead"
WHI-01496,Test strategy assessment for Retail data platform migration,Expert,WHITEBOARD_ARCHITECTURE,Test strategy,Retail,SDET,data platform migration,"Design, code or whiteboard a expert solution involving Test strategy for Retail data platform migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,test-strategy,retail,sdet"
WHI-01497,System design assessment for Data Engineering regulatory reporting modernization,Easy,WHITEBOARD_ARCHITECTURE,System design,Data Engineering,Lead Quality Engineer,regulatory reporting modernization,"Design, code or whiteboard a easy solution involving System design for Data Engineering regulatory reporting modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,system-design,data-engineering,lead-quality-engineer"
WHI-01498,Framework architecture assessment for Retail cloud migration,Expert,WHITEBOARD_ARCHITECTURE,Framework architecture,Retail,SDET,cloud migration,"Design, code or whiteboard a expert solution involving Framework architecture for Retail cloud migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,framework-architecture,retail,sdet"
WHI-01499,Release governance assessment for Supply Chain API-first transformation,Hard,WHITEBOARD_ARCHITECTURE,Release governance,Supply Chain,QE Architect,API-first transformation,"Design, code or whiteboard a hard solution involving Release governance for Supply Chain API-first transformation. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,release-governance,supply-chain,qe-architect"
WHI-01500,Release governance assessment for Supply Chain CI/CD quality gate adoption,Easy,WHITEBOARD_ARCHITECTURE,Release governance,Supply Chain,Data QA Engineer,CI/CD quality gate adoption,"Design, code or whiteboard a easy solution involving Release governance for Supply Chain CI/CD quality gate adoption. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,release-governance,supply-chain,data-qa-engineer"
WHI-01501,Test strategy assessment for Supply Chain test automation modernization,Medium,WHITEBOARD_ARCHITECTURE,Test strategy,Supply Chain,QE Architect,test automation modernization,"Design, code or whiteboard a medium solution involving Test strategy for Supply Chain test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,test-strategy,supply-chain,qe-architect"
WHI-01502,Framework architecture assessment for Retail observability and production readiness,Medium,WHITEBOARD_ARCHITECTURE,Framework architecture,Retail,Test Manager,observability and production readiness,"Design, code or whiteboard a medium solution involving Framework architecture for Retail observability and production readiness. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,framework-architecture,retail,test-manager"
WHI-01503,System design assessment for Data Engineering CI/CD quality gate adoption,Hard,WHITEBOARD_ARCHITECTURE,System design,Data Engineering,Test Manager,CI/CD quality gate adoption,"Design, code or whiteboard a hard solution involving System design for Data Engineering CI/CD quality gate adoption. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,system-design,data-engineering,test-manager"
WHI-01504,Framework architecture assessment for Retail data platform migration,Easy,WHITEBOARD_ARCHITECTURE,Framework architecture,Retail,SDET,data platform migration,"Design, code or whiteboard a easy solution involving Framework architecture for Retail data platform migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,framework-architecture,retail,sdet"
WHI-01505,Framework architecture assessment for Healthcare Payer regulatory reporting modernization,Medium,WHITEBOARD_ARCHITECTURE,Framework architecture,Healthcare Payer,Automation Architect,regulatory reporting modernization,"Design, code or whiteboard a medium solution involving Framework architecture for Healthcare Payer regulatory reporting modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,framework-architecture,healthcare-payer,automation-architect"
WHI-01506,System design assessment for SaaS CI/CD quality gate adoption,Easy,WHITEBOARD_ARCHITECTURE,System design,SaaS,Test Manager,CI/CD quality gate adoption,"Design, code or whiteboard a easy solution involving System design for SaaS CI/CD quality gate adoption. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,system-design,saas,test-manager"
WHI-01507,Test strategy assessment for Life Sciences enterprise modernization,Hard,WHITEBOARD_ARCHITECTURE,Test strategy,Life Sciences,SDET,enterprise modernization,"Design, code or whiteboard a hard solution involving Test strategy for Life Sciences enterprise modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,test-strategy,life-sciences,sdet"
WHI-01508,Release governance assessment for Banking regulatory reporting modernization,Medium,WHITEBOARD_ARCHITECTURE,Release governance,Banking,QA Practice Lead,regulatory reporting modernization,"Design, code or whiteboard a medium solution involving Release governance for Banking regulatory reporting modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,release-governance,banking,qa-practice-lead"
WHI-01509,System design assessment for Cloud Modernization cloud migration,Medium,WHITEBOARD_ARCHITECTURE,System design,Cloud Modernization,Test Manager,cloud migration,"Design, code or whiteboard a medium solution involving System design for Cloud Modernization cloud migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,system-design,cloud-modernization,test-manager"
WHI-01510,System design assessment for Supply Chain CI/CD quality gate adoption,Medium,WHITEBOARD_ARCHITECTURE,System design,Supply Chain,QE Architect,CI/CD quality gate adoption,"Design, code or whiteboard a medium solution involving System design for Supply Chain CI/CD quality gate adoption. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,system-design,supply-chain,qe-architect"
WHI-01511,Framework architecture assessment for Healthcare Payer data platform migration,Expert,WHITEBOARD_ARCHITECTURE,Framework architecture,Healthcare Payer,Data QA Engineer,data platform migration,"Design, code or whiteboard a expert solution involving Framework architecture for Healthcare Payer data platform migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,framework-architecture,healthcare-payer,data-qa-engineer"
WHI-01512,System design assessment for Life Sciences data platform migration,Medium,WHITEBOARD_ARCHITECTURE,System design,Life Sciences,Automation Architect,data platform migration,"Design, code or whiteboard a medium solution involving System design for Life Sciences data platform migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,system-design,life-sciences,automation-architect"
WHI-01513,Release governance assessment for Retail cloud migration,Medium,WHITEBOARD_ARCHITECTURE,Release governance,Retail,SDET,cloud migration,"Design, code or whiteboard a medium solution involving Release governance for Retail cloud migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,release-governance,retail,sdet"
WHI-01514,Framework architecture assessment for Data Engineering CI/CD quality gate adoption,Hard,WHITEBOARD_ARCHITECTURE,Framework architecture,Data Engineering,Data QA Engineer,CI/CD quality gate adoption,"Design, code or whiteboard a hard solution involving Framework architecture for Data Engineering CI/CD quality gate adoption. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,framework-architecture,data-engineering,data-qa-engineer"
WHI-01515,System design assessment for Life Sciences test automation modernization,Expert,WHITEBOARD_ARCHITECTURE,System design,Life Sciences,Test Manager,test automation modernization,"Design, code or whiteboard a expert solution involving System design for Life Sciences test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,system-design,life-sciences,test-manager"
WHI-01516,Release governance assessment for Supply Chain regulatory reporting modernization,Medium,WHITEBOARD_ARCHITECTURE,Release governance,Supply Chain,Lead Quality Engineer,regulatory reporting modernization,"Design, code or whiteboard a medium solution involving Release governance for Supply Chain regulatory reporting modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,release-governance,supply-chain,lead-quality-engineer"
WHI-01517,Test strategy assessment for Insurance API-first transformation,Medium,WHITEBOARD_ARCHITECTURE,Test strategy,Insurance,Data QA Engineer,API-first transformation,"Design, code or whiteboard a medium solution involving Test strategy for Insurance API-first transformation. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,test-strategy,insurance,data-qa-engineer"
WHI-01518,Test strategy assessment for Cloud Modernization regulatory reporting modernization,Hard,WHITEBOARD_ARCHITECTURE,Test strategy,Cloud Modernization,SDET,regulatory reporting modernization,"Design, code or whiteboard a hard solution involving Test strategy for Cloud Modernization regulatory reporting modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,test-strategy,cloud-modernization,sdet"
WHI-01519,Test strategy assessment for Data Engineering enterprise modernization,Hard,WHITEBOARD_ARCHITECTURE,Test strategy,Data Engineering,Automation Architect,enterprise modernization,"Design, code or whiteboard a hard solution involving Test strategy for Data Engineering enterprise modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,test-strategy,data-engineering,automation-architect"
WHI-01520,Framework architecture assessment for SaaS CI/CD quality gate adoption,Medium,WHITEBOARD_ARCHITECTURE,Framework architecture,SaaS,Automation Architect,CI/CD quality gate adoption,"Design, code or whiteboard a medium solution involving Framework architecture for SaaS CI/CD quality gate adoption. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,framework-architecture,saas,automation-architect"
WHI-01521,System design assessment for Healthcare Payer API-first transformation,Medium,WHITEBOARD_ARCHITECTURE,System design,Healthcare Payer,Lead Quality Engineer,API-first transformation,"Design, code or whiteboard a medium solution involving System design for Healthcare Payer API-first transformation. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,system-design,healthcare-payer,lead-quality-engineer"
WHI-01522,Release governance assessment for Data Engineering cloud migration,Hard,WHITEBOARD_ARCHITECTURE,Release governance,Data Engineering,Data QA Engineer,cloud migration,"Design, code or whiteboard a hard solution involving Release governance for Data Engineering cloud migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,release-governance,data-engineering,data-qa-engineer"
WHI-01523,Test strategy assessment for Supply Chain test automation modernization,Hard,WHITEBOARD_ARCHITECTURE,Test strategy,Supply Chain,Automation Architect,test automation modernization,"Design, code or whiteboard a hard solution involving Test strategy for Supply Chain test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,test-strategy,supply-chain,automation-architect"
WHI-01524,Release governance assessment for Insurance enterprise modernization,Easy,WHITEBOARD_ARCHITECTURE,Release governance,Insurance,Automation Architect,enterprise modernization,"Design, code or whiteboard a easy solution involving Release governance for Insurance enterprise modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,release-governance,insurance,automation-architect"
WHI-01525,System design assessment for Cloud Modernization API-first transformation,Medium,WHITEBOARD_ARCHITECTURE,System design,Cloud Modernization,Lead Quality Engineer,API-first transformation,"Design, code or whiteboard a medium solution involving System design for Cloud Modernization API-first transformation. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,system-design,cloud-modernization,lead-quality-engineer"
WHI-01526,Test strategy assessment for Life Sciences CI/CD quality gate adoption,Expert,WHITEBOARD_ARCHITECTURE,Test strategy,Life Sciences,QE Architect,CI/CD quality gate adoption,"Design, code or whiteboard a expert solution involving Test strategy for Life Sciences CI/CD quality gate adoption. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,test-strategy,life-sciences,qe-architect"
WHI-01527,System design assessment for Healthcare Payer enterprise modernization,Expert,WHITEBOARD_ARCHITECTURE,System design,Healthcare Payer,Automation Architect,enterprise modernization,"Design, code or whiteboard a expert solution involving System design for Healthcare Payer enterprise modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,system-design,healthcare-payer,automation-architect"
WHI-01528,Framework architecture assessment for Retail API-first transformation,Easy,WHITEBOARD_ARCHITECTURE,Framework architecture,Retail,Automation Architect,API-first transformation,"Design, code or whiteboard a easy solution involving Framework architecture for Retail API-first transformation. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,framework-architecture,retail,automation-architect"
WHI-01529,System design assessment for Life Sciences cloud migration,Hard,WHITEBOARD_ARCHITECTURE,System design,Life Sciences,Lead Quality Engineer,cloud migration,"Design, code or whiteboard a hard solution involving System design for Life Sciences cloud migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,system-design,life-sciences,lead-quality-engineer"
WHI-01530,Framework architecture assessment for Healthcare Payer observability and production readiness,Medium,WHITEBOARD_ARCHITECTURE,Framework architecture,Healthcare Payer,Test Manager,observability and production readiness,"Design, code or whiteboard a medium solution involving Framework architecture for Healthcare Payer observability and production readiness. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","whiteboard-architecture,framework-architecture,healthcare-payer,test-manager"
BEH-01531,Leadership assessment for Healthcare Payer regulatory reporting modernization,Medium,BEHAVIORAL_STAR,Leadership,Healthcare Payer,Automation Architect,regulatory reporting modernization,"Design, code or whiteboard a medium solution involving Leadership for Healthcare Payer regulatory reporting modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","behavioral-star,leadership,healthcare-payer,automation-architect"
BEH-01532,Leadership assessment for Data Engineering CI/CD quality gate adoption,Medium,BEHAVIORAL_STAR,Leadership,Data Engineering,Lead Quality Engineer,CI/CD quality gate adoption,"Design, code or whiteboard a medium solution involving Leadership for Data Engineering CI/CD quality gate adoption. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","behavioral-star,leadership,data-engineering,lead-quality-engineer"
BEH-01533,Mentoring assessment for Cloud Modernization data platform migration,Easy,BEHAVIORAL_STAR,Mentoring,Cloud Modernization,Data QA Engineer,data platform migration,"Design, code or whiteboard a easy solution involving Mentoring for Cloud Modernization data platform migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","behavioral-star,mentoring,cloud-modernization,data-qa-engineer"
BEH-01534,Defect escalation assessment for Retail test automation modernization,Easy,BEHAVIORAL_STAR,Defect escalation,Retail,QA Practice Lead,test automation modernization,"Design, code or whiteboard a easy solution involving Defect escalation for Retail test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","behavioral-star,defect-escalation,retail,qa-practice-lead"
BEH-01535,Defect escalation assessment for Retail CI/CD quality gate adoption,Easy,BEHAVIORAL_STAR,Defect escalation,Retail,QE Architect,CI/CD quality gate adoption,"Design, code or whiteboard a easy solution involving Defect escalation for Retail CI/CD quality gate adoption. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","behavioral-star,defect-escalation,retail,qe-architect"
BEH-01536,Leadership assessment for Life Sciences enterprise modernization,Hard,BEHAVIORAL_STAR,Leadership,Life Sciences,Automation Architect,enterprise modernization,"Design, code or whiteboard a hard solution involving Leadership for Life Sciences enterprise modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","behavioral-star,leadership,life-sciences,automation-architect"
BEH-01537,Leadership assessment for Life Sciences test automation modernization,Medium,BEHAVIORAL_STAR,Leadership,Life Sciences,Test Manager,test automation modernization,"Design, code or whiteboard a medium solution involving Leadership for Life Sciences test automation modernization. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","behavioral-star,leadership,life-sciences,test-manager"
BEH-01538,Stakeholder communication assessment for Insurance data platform migration,Easy,BEHAVIORAL_STAR,Stakeholder communication,Insurance,Test Manager,data platform migration,"Design, code or whiteboard a easy solution involving Stakeholder communication for Insurance data platform migration. Include assumptions, edge cases, test strategy, evidence, complexity, and production-readiness considerations.","behavioral-star,stakeholder-communication,insurance,test-manager"
